"name","avg_score","n","tier","role"
"Chloe Webb",7.1,1,"Medium","Actor"
"Chris Brown",4.8,1,"Lower","Actor"
"Chris Cooper",7.22857142857143,7,"Medium","Actor"
"Chris Eigeman",7.2,2,"Medium","Actor"
"Chris Elliott",8.1,1,"Top","Actor"
"Chris Evans",6.68181818181818,11,"Medium","Actor"
"Chris Gartin",5.9,1,"Lower","Actor"
"Chris Hemsworth",6.74,5,"Medium","Actor"
"Chris Isaak",6,1,"Medium","Actor"
"Chris Kattan",6,2,"Medium","Actor"
"Chris Klein",5.5,4,"Lower","Actor"
"Chris Massoglia",6,1,"Medium","Actor"
"Chris Noth",7.7,1,"Medium","Actor"
"Chris ODonnell",6.375,4,"Medium","Actor"
"Chris Pine",6.925,8,"Medium","Actor"
"Chris Pontius",6.3,1,"Medium","Actor"
"Chris Pratt",7.25,2,"Medium","Actor"
"Chris Riggi",3.5,1,"Poor","Actor"
"Chris Rock",5.96666666666667,3,"Lower","Actor"
"Chris Sanders",7.1,1,"Medium","Actor"
"Chris Sarandon",6.5,1,"Medium","Actor"
"Chris Stafford",6.8,1,"Medium","Actor"
"Chris Tucker",6.9,3,"Medium","Actor"
"Chris Wedge",6.7,1,"Medium","Actor"
"Christian Bale",7.61875,16,"Medium","Actor"
"Christian Campbell",7.2,1,"Medium","Actor"
"Christian Kane",5.4,1,"Lower","Actor"
"Christian Slater",6.45,6,"Medium","Actor"
"Christina Aguilera",6.3,1,"Medium","Actor"
"Christina Applegate",6.22,5,"Medium","Actor"
"Christina Milian",5.05,2,"Lower","Actor"
"Christina Ricci",6.86666666666667,6,"Medium","Actor"
"Christine Cavanaugh",6.9,1,"Medium","Actor"
"Christine Hargreaves",8,1,"Top","Actor"
"Christine Taylor",6.7,3,"Medium","Actor"
"Christo Jivkov",7.1,1,"Medium","Actor"
"Christoph Waltz",7.56666666666667,3,"Medium","Actor"
"Christopher Atkins",5.6,1,"Lower","Actor"
"Christopher Carley",8.2,1,"Top","Actor"
"Christopher Collet",6.1,1,"Medium","Actor"
"Christopher Curry",5.4,1,"Lower","Actor"
"Christopher Eccleston",7.6,2,"Medium","Actor"
"Christopher Egan",6.5,1,"Medium","Actor"
"Christopher Gorham",6.5,1,"Medium","Actor"
"Christopher Guest",7.65,2,"Medium","Actor"
"Christopher Judge",7.5,1,"Medium","Actor"
"Christopher Lambert",5.2625,8,"Lower","Actor"
"Christopher Lee",6.9,5,"Medium","Actor"
"Christopher Lloyd",7.02857142857143,7,"Medium","Actor"
"Christopher Martin",6.2,1,"Medium","Actor"
"Christopher McDonald",5.95,2,"Lower","Actor"
"Christopher Meloni",7.1,1,"Medium","Actor"
"Christopher Mintz-Plasse",7.7,1,"Medium","Actor"
"Christopher Plummer",7.02142857142857,14,"Medium","Actor"
"Christopher Reeve",6.53333333333333,3,"Medium","Actor"
"Christopher Reid",6.2,1,"Medium","Actor"
"Christopher Shand",4.4,1,"Lower","Actor"
"Christopher Stone",6.6,1,"Medium","Actor"
"Christopher Walken",6.8,10,"Medium","Actor"
"Christy Carlson Romano",6.3,1,"Medium","Actor"
"Chuck Campbell",4.3,1,"Lower","Actor"
"Ciarán Hinds",7.4,2,"Medium","Actor"
"Cicely Tyson",6.3,1,"Medium","Actor"
"Cillian Murphy",6.8,6,"Medium","Actor"
"Claire Bloom",7.05,2,"Medium","Actor"
"Claire Danes",6.81666666666667,6,"Medium","Actor"
"Claire Forlani",6.2,2,"Medium","Actor"
"Claire Trevor",7.9,1,"Medium","Actor"
"Clancy Brown",7.05,2,"Medium","Actor"
"Clare Higgins",7.1,1,"Medium","Actor"
"Clark Duke",6.6,1,"Medium","Actor"
"Clark Gable",7.54,5,"Medium","Actor"
"Claude Brasseur",7.9,1,"Medium","Actor"
"Claude Maki",7.3,1,"Medium","Actor"
"Claude Rains",8.3,2,"Top","Actor"
"Claudette Colbert",7.7,2,"Medium","Actor"
"Claudia Cardinale",8.7,1,"Top","Actor"
"Claudia Christian",6.7,1,"Medium","Actor"
"Claudine Auger",7,1,"Medium","Actor"
"Clayton Watson",7.4,1,"Medium","Actor"
"Clea DuVall",6.85,2,"Medium","Actor"
"Cleavon Little",7.8,1,"Medium","Actor"
"Cliff Curtis",6.4,1,"Medium","Actor"
"Cliff Potts",6.8,1,"Medium","Actor"
"Cliff Robertson",7.2,1,"Medium","Actor"
"Clifton Collins Jr",7.1,1,"Medium","Actor"
"Clifton Webb",8.2,1,"Top","Actor"
"Clint Eastwood",7.24285714285714,21,"Medium","Actor"
"Clive Brook",6.2,1,"Medium","Actor"
"Clive Owen",6.73076923076923,13,"Medium","Actor"
"Clive Revill",6.1,1,"Medium","Actor"
"Cloris Leachman",6.7,1,"Medium","Actor"
"Cole Hauser",7.1,2,"Medium","Actor"
"Colin Clive",7.95,2,"Medium","Actor"
"Colin Farrell",6.74117647058824,17,"Medium","Actor"
"Colin Firth",6.55,4,"Medium","Actor"
"Colin Friels",6.4,1,"Medium","Actor"
"Colin ODonoghue",6,1,"Medium","Actor"
"Colm Meaney",6.5,4,"Medium","Actor"
"Connie Britton",6.7,1,"Medium","Actor"
"Connie Nielsen",7.125,4,"Medium","Actor"
"Constance Bennett",7.5,1,"Medium","Actor"
"Constance Marie",6.6,1,"Medium","Actor"
"Corbin Bernsen",7.2,1,"Medium","Actor"
"Corey Burton",5.75,2,"Lower","Actor"
"Corey Feldman",7.2,3,"Medium","Actor"
"Corey Haim",6.7,2,"Medium","Actor"
"Corinna Harfouch",8.3,1,"Top","Actor"
"Cornel Wilde",6.7,1,"Medium","Actor"
"Cory Booker",7.7,1,"Medium","Actor"
"Cory Monteith",5.7,1,"Lower","Actor"
"Costas Mandylor",5.825,4,"Lower","Actor"
"Courteney Cox",6.28333333333333,6,"Medium","Actor"
"Courtney B. Vance",5.56666666666667,3,"Lower","Actor"
"Courtney Love",7.3,1,"Medium","Actor"
"Craig Bierko",5.1,1,"Lower","Actor"
"Craig Fairbrass",6.9,1,"Medium","Actor"
"Craig Ferguson",7.55,2,"Medium","Actor"
"Craig T. Nelson",7,3,"Medium","Actor"
"Craig Wasson",6.7,1,"Medium","Actor"
"Crispin Glover",7.45,2,"Medium","Actor"
"Criss Angel",6.2,1,"Medium","Actor"
"Cristian Solimeno",5.2,1,"Lower","Actor"
"Cuba Gooding Jr.",6.6875,8,"Medium","Actor"
"Curd Jürgens",7.3,1,"Medium","Actor"
"Cybill Shepherd",8.25,2,"Top","Actor"
"Cyndi Lauper",5.4,1,"Lower","Actor"
"Cynthia Nixon",5.1,2,"Lower","Actor"
"Cyril Raffaelli",6.5,1,"Medium","Actor"
"Cyril Roy",7.3,1,"Medium","Actor"
"D.J. Cotrona",5.8,1,"Lower","Actor"
"Dabney Coleman",7.1,1,"Medium","Actor"
"Daeg Faerch",6.1,1,"Medium","Actor"
"Dagmara Domińczyk",6.3,1,"Medium","Actor"
"Dakota Blue Richards",6.1,2,"Medium","Actor"
"Dakota Fanning",6.65714285714286,7,"Medium","Actor"
"Dale Midkiff",6.5,1,"Medium","Actor"
"Daliah Lavi",6.9,1,"Medium","Actor"
"Damian Chapa",7.9,1,"Medium","Actor"
"Damon Wayans",6.35,2,"Medium","Actor"
"Dan Aykroyd",6.32142857142857,14,"Medium","Actor"
"Dan Castellaneta",7.4,1,"Medium","Actor"
"Dan Duryea",7.9,1,"Medium","Actor"
"Dan Fogler",6,2,"Medium","Actor"
"Dan Futterman",6.65,2,"Medium","Actor"
"Dan Hedaya",7.15,2,"Medium","Actor"
"Dan Molina",5.8,1,"Lower","Actor"
"Dan OHerlihy",4.3,1,"Lower","Actor"
"Dana Andrews",7.56666666666667,3,"Medium","Actor"
"Dana Carvey",7,1,"Medium","Actor"
"Dana Wynter",7.8,1,"Medium","Actor"
"Dane Cook",6.6,3,"Medium","Actor"
"Dane DeHaan",7.1,1,"Medium","Actor"
"Dania Ramirez",6.5,1,"Medium","Actor"
"Daniel Baldwin",6.1,1,"Medium","Actor"
"Daniel Brühl",6.3,1,"Medium","Actor"
"Daniel Craig",7.04166666666667,12,"Medium","Actor"
"Daniel Day-Lewis",7.4,9,"Medium","Actor"
"Daniel Hugh Kelly",5.9,1,"Lower","Actor"
"Daniel Radcliffe",7.62857142857143,7,"Medium","Actor"
"Daniel Stern",6.825,4,"Medium","Actor"
"Daniel Studi",6.9,1,"Medium","Actor"
"Daniel Wu",6.5,1,"Medium","Actor"
"Danielle Harris",5.86666666666667,3,"Lower","Actor"
"Danielle Panabaker",5.6,1,"Lower","Actor"
"Danielle von Zerneck",6.8,1,"Medium","Actor"
"Danny Aiello",7.1,3,"Medium","Actor"
"Danny DeVito",6.63125,16,"Medium","Actor"
"Danny Dyer",7,1,"Medium","Actor"
"Danny Glover",6.64,10,"Medium","Actor"
"Danny Huston",6.7,4,"Medium","Actor"
"Danny Mann",6.9,1,"Medium","Actor"
"Danny McBride",6.225,4,"Medium","Actor"
"Danny Pintauro",5.9,1,"Lower","Actor"
"Danny Trejo",5.85,2,"Lower","Actor"
"Dany Boon",7.15,2,"Medium","Actor"
"Darrin Henson",7.3,1,"Medium","Actor"
"Daryl Hannah",6.25,4,"Medium","Actor"
"Daryl Sabara",6.2,2,"Medium","Actor"
"Dave Attell",6.2,1,"Medium","Actor"
"Dave Chappelle",6.23333333333333,3,"Medium","Actor"
"Dave Goelz",6.55,2,"Medium","Actor"
"Dave Sheridan",6.2,1,"Medium","Actor"
"Daveigh Chase",7.1,1,"Medium","Actor"
"David Arkin",7.8,1,"Medium","Actor"
"David Arquette",6.18,5,"Medium","Actor"
"David Belle",6.5,1,"Medium","Actor"
"David Boreanaz",7.1,1,"Medium","Actor"
"David Bowie",7.15,2,"Medium","Actor"
"David Calder",7.5,1,"Medium","Actor"
"David Carradine",6.83333333333333,3,"Medium","Actor"
"David Caruso",6.8,2,"Medium","Actor"
"David Cross",6.6,1,"Medium","Actor"
"David Dencik",7.6,1,"Medium","Actor"
"David Dorfman",7.1,1,"Medium","Actor"
"David Duchovny",6.13333333333333,6,"Medium","Actor"
"David Ellison",6.6,1,"Medium","Actor"
"David Farrar",8,1,"Top","Actor"
"David Hayman",7.1,1,"Medium","Actor"
"David Herman",7.9,1,"Medium","Actor"
"David Hewlett",7.4,1,"Medium","Actor"
"David Huddleston",5.9,1,"Lower","Actor"
"David Hyde Pierce",6.9,2,"Medium","Actor"
"David Kelly",6.8,1,"Medium","Actor"
"David Koechner",4.1,1,"Lower","Actor"
"David Krumholtz",5.5,1,"Lower","Actor"
"David Manners",7.7,1,"Medium","Actor"
"David McCullough",7.4,1,"Medium","Actor"
"David Morrissey",6.06666666666667,3,"Medium","Actor"
"David Morse",7.05,6,"Medium","Actor"
"David Niven",5.95,4,"Lower","Actor"
"David Ogden Stiers",6.5,1,"Medium","Actor"
"David Oyelowo",5.9,1,"Lower","Actor"
"David Patrick Kelly",7.7,1,"Medium","Actor"
"David Proval",7.5,1,"Medium","Actor"
"David Schwimmer",6.62,5,"Medium","Actor"
"David Spade",5.8,1,"Lower","Actor"
"David Strathairn",7.3,3,"Medium","Actor"
"David Thewlis",6.4,1,"Medium","Actor"
"David Tomlinson",7.4,2,"Medium","Actor"
"David Warner",6.775,4,"Medium","Actor"
"David Wayne",7.3,1,"Medium","Actor"
"David Zayas",4.4,1,"Lower","Actor"
"Dax Shepard",6.11666666666667,6,"Medium","Actor"
"Dean Martin",6.6,1,"Medium","Actor"
"Dean Norris",7.1,1,"Medium","Actor"
"Debbie Reynolds",8.4,1,"Top","Actor"
"Debi Derryberry",6,1,"Medium","Actor"
"Debora Weston",4.2,1,"Lower","Actor"
"Deborah Foreman",6.2,1,"Medium","Actor"
"Deborah Harry",7.3,1,"Medium","Actor"
"Deborah Kara Unger",5.95,4,"Lower","Actor"
"Deborah Kerr",7.66,5,"Medium","Actor"
"Deborah Raffin",5.8,1,"Lower","Actor"
"Deborah Rennard",6,1,"Medium","Actor"
"Debra Winger",7.23333333333333,3,"Medium","Actor"
"Dee Wallace",5.95,2,"Lower","Actor"
"Deepika Padukone",5.9,4,"Lower","Actor"
"Dejan Angelov",7.3,1,"Medium","Actor"
"Delphine Chanéac",5.8,1,"Lower","Actor"
"Delroy Lindo",6.58,5,"Medium","Actor"
"Demi Moore",6.26153846153846,13,"Medium","Actor"
"Demián Bichir",6.7,1,"Medium","Actor"
"Denholm Elliott",7.9,2,"Medium","Actor"
"Denis Leary",6.7,4,"Medium","Actor"
"Denise Crosby",6.5,1,"Medium","Actor"
"Denise Richards",6.5,4,"Medium","Actor"
"Dennis Dugan",6.6,1,"Medium","Actor"
"Dennis Dun",7.3,1,"Medium","Actor"
"Dennis Farina",7.2,1,"Medium","Actor"
"Dennis Haysbert",7.25,2,"Medium","Actor"
"Dennis Hopper",6.8875,8,"Medium","Actor"
"Dennis Miller",5.8,1,"Lower","Actor"
"Dennis Quaid",6.45294117647059,17,"Medium","Actor"
"Dennis Waterman",6.8,1,"Medium","Actor"
"Dennis Weaver",7.7,1,"Medium","Actor"
"Denzel Washington",6.924,25,"Medium","Actor"
"Derek Jacobi",7.1,3,"Medium","Actor"
"Derek Luke",6.6,1,"Medium","Actor"
"Derek Richardson",5.8,1,"Lower","Actor"
"Dermot Mulroney",6.15,4,"Medium","Actor"
"Desmond Harrington",5.75,2,"Lower","Actor"
"Dev Patel",8.1,1,"Top","Actor"
"Devon Aoki",8.2,1,"Top","Actor"
"Devon Sawa",6.8,1,"Medium","Actor"
"Dexter Fletcher",8.2,1,"Top","Actor"
"Diahnne Abbott",7.8,1,"Medium","Actor"
"Dian Bachar",6.75,2,"Medium","Actor"
"Diana Rigg",6.8,1,"Medium","Actor"
"Diana Ross",5.1,1,"Lower","Actor"
"Diana Scarwid",6.6,1,"Medium","Actor"
"Diana Wynyard",6.2,1,"Medium","Actor"
"Diane Keaton",7.46666666666667,6,"Medium","Actor"
"Diane Kruger",6.98333333333333,6,"Medium","Actor"
"Diane Lane",6.38888888888889,9,"Medium","Actor"
"Diane Venora",6,1,"Medium","Actor"
"Dianna Agron",6.4,1,"Medium","Actor"
"Dianne Wiest",7.25,4,"Medium","Actor"
"Dick Shawn",7.7,1,"Medium","Actor"
"Dick Van Dyke",7.8,1,"Medium","Actor"
"Dillon Freasier",8.1,1,"Top","Actor"
"Dina Meyer",6.35,2,"Medium","Actor"
"Diogo Morgado",5.4,1,"Lower","Actor"
"Diora Baird",5.9,1,"Lower","Actor"
"Dirk Bogarde",7.25,2,"Medium","Actor"
"Diva Gray",6.8,1,"Medium","Actor"
"DJ Qualls",5.8,1,"Lower","Actor"
"Djimon Hounsou",6.575,4,"Medium","Actor"
"DMX",5.6,2,"Lower","Actor"
"Đỗ Thị Hải Yến",7.1,1,"Medium","Actor"
"Dolph Lundgren",6,3,"Medium","Actor"
"Dom DeLuise",6.7,3,"Medium","Actor"
"Dominic Cooper",6.56666666666667,3,"Medium","Actor"
"Dominic Purcell",5.9,1,"Lower","Actor"
"Dominic West",6.65,4,"Medium","Actor"
"Dominique McElligott",6.25,2,"Medium","Actor"
"Dominique Pinon",7.2,1,"Medium","Actor"
"Don Ameche",6.7,2,"Medium","Actor"
"Don Cheadle",6.96666666666667,9,"Medium","Actor"
"Don Harvey",7,1,"Medium","Actor"
"Don Murray",6,1,"Medium","Actor"
"Don Pedro Colley",6.8,1,"Medium","Actor"
"Don Stroud",7.2,1,"Medium","Actor"
"Don Taylor",8.1,1,"Top","Actor"
"Donal Logue",6.8,1,"Medium","Actor"
"Donald OConnor",8.4,1,"Top","Actor"
"Donald Pleasence",6.25714285714286,7,"Medium","Actor"
"Donald Sutherland",6.54375,16,"Medium","Actor"
"Donna Akersten",6.7,1,"Medium","Actor"
"Donna Murphy",7.1,2,"Medium","Actor"
"Donna Reed",8.7,1,"Top","Actor"
"Donnie Wahlberg",6.4,2,"Medium","Actor"
"Donovan Leitch, Jr.",6.3,1,"Medium","Actor"
"Dorian Harewood",5.6,1,"Lower","Actor"
"Dorothy Lamour",6.6,2,"Medium","Actor"
"Dorothy McGuire",7.4,1,"Medium","Actor"
"Doug E. Doug",6.8,1,"Medium","Actor"
"Doug McClure",5.7,1,"Lower","Actor"
"Douglas Seale",5.4,1,"Lower","Actor"
"Douglas Smith",6,1,"Medium","Actor"
"Dougray Scott",6.4,3,"Medium","Actor"
"Dragoș Bucur",7.3,1,"Medium","Actor"
"Drake Bell",4.5,1,"Lower","Actor"
"Drew Barrymore",6.51176470588235,17,"Medium","Actor"
"Duane Jones",8,1,"Top","Actor"
"Duane Whitaker",3.9,1,"Poor","Actor"
"Dudley Moore",6.4,2,"Medium","Actor"
"Dustin Hoffman",7.235,20,"Medium","Actor"
"Dwayne Johnson",6.1,14,"Medium","Actor"
"Dwight Yoakam",7.5,1,"Medium","Actor"
"Dyan Cannon",6.4,1,"Medium","Actor"
"Dylan Baker",6.8,1,"Medium","Actor"
"Dylan McDermott",6,2,"Medium","Actor"
"Dylan Walsh",4.9,1,"Lower","Actor"
"E.G. Daily",5.8,1,"Lower","Actor"
"Eamonn Walker",6.5,2,"Medium","Actor"
"Earl Rowe",6.4,1,"Medium","Actor"
"Ed Begley",7,1,"Medium","Actor"
"Ed Gale",5.3,1,"Lower","Actor"
"Ed Harris",7.11538461538461,13,"Medium","Actor"
"Ed Helms",7.15,2,"Medium","Actor"
"Ed Lauter",6.45,2,"Medium","Actor"
"Ed ONeill",6.5,2,"Medium","Actor"
"Ed ORoss",6,1,"Medium","Actor"
"Ed Speleers",6.3,1,"Medium","Actor"
"Ed Westwick",6.3,1,"Medium","Actor"
"Ed Wynn",6.65,2,"Medium","Actor"
"Eddie Albert",7.1,1,"Medium","Actor"
"Eddie Constantine",7.3,1,"Medium","Actor"
"Eddie Firestone",7.7,1,"Medium","Actor"
"Eddie Griffin",5.8,1,"Lower","Actor"
"Eddie Izzard",6.4,1,"Medium","Actor"
"Eddie Murphy",6.016,25,"Medium","Actor"
"Eddie Redmayne",7,1,"Medium","Actor"
"Edmond OBrien",6.9,1,"Medium","Actor"
"Edmund Gwenn",7.2,1,"Medium","Actor"
"Eduardo Noriega",7.5,1,"Medium","Actor"
"Edward Burns",6.1,1,"Medium","Actor"
"Edward Clements",7.4,1,"Medium","Actor"
"Edward Everett Horton",7.9,1,"Medium","Actor"
"Edward Fox",8.1,1,"Top","Actor"
"Edward Furlong",7.96666666666667,3,"Medium","Actor"
"Edward G. Robinson",8.2,2,"Top","Actor"
"Edward Herrmann",6.725,4,"Medium","Actor"
"Edward James Olmos",6.6,1,"Medium","Actor"
"Edward Norton",7.32666666666667,15,"Medium","Actor"
"Edwige Feuillère",6.9,1,"Medium","Actor"
"Eileen Brennan",7.4,1,"Medium","Actor"
"Eileen Davidson",6,1,"Medium","Actor"
"Eleanor Bron",7.7,1,"Medium","Actor"
"Eleanor David",8,1,"Top","Actor"
"Eleanor Tomlinson",6.3,1,"Medium","Actor"
"Elena Anaya",6.1,1,"Medium","Actor"
"Eli Marienthal",7.9,1,"Medium","Actor"
"Eli Wallach",8.4,2,"Top","Actor"
"Elias Koteas",6.15,2,"Medium","Actor"
"Elijah Wood",6.77777777777778,9,"Medium","Actor"
"Elina Salo",7.6,1,"Medium","Actor"
"Elisabeth Moss",6.9,1,"Medium","Actor"
"Elisabeth Shue",6.04,5,"Medium","Actor"
"Elisha Cuthbert",6.05,2,"Medium","Actor"
"Eliza Dushku",5.93333333333333,3,"Lower","Actor"
"Elizabeth Banks",6.8,8,"Medium","Actor"
"Elizabeth Berridge",8.4,1,"Top","Actor"
"Elizabeth Hartman",7.6,1,"Medium","Actor"
"Elizabeth Hurley",5.4,2,"Lower","Actor"
"Elizabeth Mathis",5.6,1,"Lower","Actor"
"Elizabeth McGovern",8.4,1,"Top","Actor"
"Elizabeth Mitchell",5.5,1,"Lower","Actor"
"Elizabeth Olsen",5.6,1,"Lower","Actor"
"Elizabeth Peña",7.15,2,"Medium","Actor"
"Elizabeth Perkins",5.1,3,"Lower","Actor"
"Elizabeth Taylor",7.4,4,"Medium","Actor"
"Ella Joyce",7.2,1,"Medium","Actor"
"Ella Purnell",5.4,1,"Lower","Actor"
"Elle Fanning",7.1,1,"Medium","Actor"
"Ellen Barkin",6.36666666666667,3,"Medium","Actor"
"Ellen Blain",6.5,1,"Medium","Actor"
"Ellen Burstyn",6.76,5,"Medium","Actor"
"Ellen Page",7.26666666666667,6,"Medium","Actor"
"Ellie Cornell",5.5,2,"Lower","Actor"
"Elliott Gould",7.03333333333333,3,"Medium","Actor"
"Embeth Davidtz",7.03333333333333,3,"Medium","Actor"
"Emi Ikehata",4.6,1,"Lower","Actor"
"Emile Hirsch",7.08888888888889,9,"Medium","Actor"
"Emilie de Ravin",7.2,1,"Medium","Actor"
"Émilie Dequenne",7.1,1,"Medium","Actor"
"Emilio Estevez",6.55,6,"Medium","Actor"
"Emily Barclay",7,1,"Medium","Actor"
"Emily Bergl",4.5,1,"Lower","Actor"
"Emily Blunt",6.75555555555556,9,"Medium","Actor"
"Emily Browning",5.9,2,"Lower","Actor"
"Emily Deschanel",4.1,1,"Lower","Actor"
"Emily Mortimer",7.46666666666667,3,"Medium","Actor"
"Emily Osment",4,1,"Poor","Actor"
"Emily Perkins",6.8,1,"Medium","Actor"
"Eminem",6.9,1,"Medium","Actor"
"Emma Bell",5.9,1,"Lower","Actor"
"Emma Lung",6.9,1,"Medium","Actor"
"Emma Roberts",6.25,2,"Medium","Actor"
"Emma Stone",6.88333333333333,6,"Medium","Actor"
"Emma Thompson",7.27142857142857,7,"Medium","Actor"
"Emma Watson",7.33,10,"Medium","Actor"
"Emmanuelle Chriqui",5.8,2,"Lower","Actor"
"Emmanuelle Riva",7.8,1,"Medium","Actor"
"Emmanuelle Seigner",7.36666666666667,3,"Medium","Actor"
"Emmy Rossum",6.9,2,"Medium","Actor"
"Enrico Maria Salerno",7.2,1,"Medium","Actor"
"Eric Balfour",4.4,1,"Lower","Actor"
"Eric Bana",6.86666666666667,6,"Medium","Actor"
"Eric Bogosian",5.3,1,"Lower","Actor"
"Eric Christian Olsen",6.2,1,"Medium","Actor"
"Eric Dane",6.7,2,"Medium","Actor"
"Eric Deulen",7.2,1,"Medium","Actor"
"Eric Lloyd",5.2,1,"Lower","Actor"
"Eric Mabius",5,1,"Lower","Actor"
"Eric Roberts",7.3,1,"Medium","Actor"
"Eric Stoltz",6.7,2,"Medium","Actor"
"Eric Winter",6.5,1,"Medium","Actor"
"Erica Leerhsen",6.2,1,"Medium","Actor"
"Erik Stolhanske",6.3,1,"Medium","Actor"
"Erika Anderson",5,1,"Lower","Actor"
"Erika Christensen",4.9,1,"Lower","Actor"
"Erin Karpluk",5.6,1,"Lower","Actor"
"Erin Wasson",6.3,1,"Medium","Actor"
"Eriq La Salle",5.7,1,"Lower","Actor"
"Ernest Borgnine",7.6,5,"Medium","Actor"
"Ernest Thesiger",7.9,1,"Medium","Actor"
"Ernie Hudson",6.25,2,"Medium","Actor"
"Errol Flynn",7.6,2,"Medium","Actor"
"Esha Deol",5.2,1,"Lower","Actor"
"Esko Nikkari",7.6,1,"Medium","Actor"
"Essence Atkins",5,1,"Lower","Actor"
"Essie Davis",6.43333333333333,3,"Medium","Actor"
"Estelle Getty",5.6,1,"Lower","Actor"
"Estelle Parsons",6.7,1,"Medium","Actor"
"Esther Minciotti",7.8,1,"Medium","Actor"
"Ethan Embry",6.33333333333333,3,"Medium","Actor"
"Ethan Hawke",6.77857142857143,14,"Medium","Actor"
"Eugene Levy",5.53333333333333,3,"Lower","Actor"
"Eva Amurri Martino",5.6,1,"Lower","Actor"
"Eva Bartok",7.4,1,"Medium","Actor"
"Eva Gabor",6.9,2,"Medium","Actor"
"Eva Green",7.1,4,"Medium","Actor"
"Eva Longoria",5.65,2,"Lower","Actor"
"Eva Marie Saint",7.26666666666667,3,"Medium","Actor"
"Eva Mendes",6.35,10,"Medium","Actor"
"Evan Rachel Wood",6.925,4,"Medium","Actor"
"Evelyn Keyes",7.3,1,"Medium","Actor"
"Everett McGill",6.5,3,"Medium","Actor"
"Ewan McGregor",6.78421052631579,19,"Medium","Actor"
"Ewen Bremner",6.85,2,"Medium","Actor"
"Eythor Gudjonsson",5.8,1,"Lower","Actor"
"Ezra Miller",7.8,2,"Medium","Actor"
"F. Murray Abraham",7.63333333333333,3,"Medium","Actor"
"Fabrice Luchini",6.9,1,"Medium","Actor"
"Fairuza Balk",6.3,3,"Medium","Actor"
"Faith Domergue",5.8,1,"Lower","Actor"
"Famke Janssen",6.28571428571429,7,"Medium","Actor"
"Fann Wong",6.2,1,"Medium","Actor"
"Farley Granger",8.1,2,"Top","Actor"
"Farrah Fawcett",6,1,"Medium","Actor"
"Fay Bainter",7.4,1,"Medium","Actor"
"Fay Wray",7.65,2,"Medium","Actor"
"Faye Dunaway",7.06363636363636,11,"Medium","Actor"
"Federico Luppi",7.5,1,"Medium","Actor"
"Felicity Huffman",6.7,2,"Medium","Actor"
"Felicity Jones",6.13333333333333,3,"Medium","Actor"
"Feodor Chaliapin Jr.",6.2,1,"Medium","Actor"
"Fernando Rey",7.8,1,"Medium","Actor"
"Finlay Currie",6.8,1,"Medium","Actor"
"Finn Carter",7.2,1,"Medium","Actor"
"Flora Robson",8,1,"Top","Actor"
"Florence Eldridge",6.5,1,"Medium","Actor"
"Forest Whitaker",6.75,8,"Medium","Actor"
"Frances Fisher",7.7,1,"Medium","Actor"
"Frances McDormand",7.4125,8,"Medium","Actor"
"Frances OConnor",6.2,3,"Medium","Actor"
"Frances Sternhagen",6.6,1,"Medium","Actor"
"Francesca Annis",6.3,2,"Medium","Actor"
"Francesca Neri",5.4,1,"Lower","Actor"
"Franchot Tone",7.7,2,"Medium","Actor"
"Francis Huster",7.7,1,"Medium","Actor"
"Francis X. Bushman",8.1,1,"Top","Actor"
"Frank Finlay",7.3,2,"Medium","Actor"
"Frank Grillo",7.2,2,"Medium","Actor"
"Frank Langella",6.06,5,"Medium","Actor"
"Frank Lovejoy",7.1,1,"Medium","Actor"
"Frank Moore",6.4,1,"Medium","Actor"
"Frank Oz",7.05,2,"Medium","Actor"
"Frank Sinatra",7.475,4,"Medium","Actor"
"Frank Welker",7.4,1,"Medium","Actor"
"Franka Potente",7.35,4,"Medium","Actor"
"Frankie Muniz",6,2,"Medium","Actor"
"Frankie Thorn",7.1,1,"Medium","Actor"
"Fred Astaire",7.75,2,"Medium","Actor"
"Fred Gwynne",6.5,1,"Medium","Actor"
"Fred MacMurray",8.3,3,"Top","Actor"
"Fred Melamed",6.9,2,"Medium","Actor"
"Fred Savage",6,1,"Medium","Actor"
"Fred Testot",5.5,1,"Lower","Actor"
"Fred Ward",6.72,5,"Medium","Actor"
"Freddie Bartholomew",8,1,"Top","Actor"
"Freddie Highmore",6.6,5,"Medium","Actor"
"Freddie Prinze Jr.",5.08,5,"Lower","Actor"
"Frederic Forrest",7.45,2,"Medium","Actor"
"Fredric March",7.4,3,"Medium","Actor"
"Freida Pinto",7.85,2,"Medium","Actor"
"G. W. Bailey",6.6,1,"Medium","Actor"
"Gabourey Sidibe",7.4,1,"Medium","Actor"
"Gabriel Byrne",6.18,5,"Medium","Actor"
"Gabriel Macht",5.8,4,"Lower","Actor"
"Gabriella Wright",6.7,1,"Medium","Actor"
"Gaby Hoffmann",5.4,1,"Lower","Actor"
"Gael García Bernal",7,2,"Medium","Actor"
"Garette Ratliff Henson",6.3,1,"Medium","Actor"
"Garikayi Mutambirwa",5.5,1,"Lower","Actor"
"Garret Dillahunt",6.6,1,"Medium","Actor"
"Garrett Hedlund",6.775,4,"Medium","Actor"
"Garrett Morris",5.9,1,"Lower","Actor"
"Garry Shandling",6.2,2,"Medium","Actor"
"Gary Busey",6.9,7,"Medium","Actor"
"Gary Cooper",8,2,"Top","Actor"
